location,`date`,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,people_fully_vaccinated_per_hundred
Andorra,2021-02-08,10275,24,106,0,132983.89,310.619,1371.902,0.0,77265,
Andorra,2021-02-09,10312,37,106,0,133462.77,478.871,1371.902,0.0,77265,
Andorra,2021-02-10,10352,40,106,0,133980.45,517.699,1371.902,0.0,77265,
Andorra,2021-02-11,10391,39,106,0,134485.22,504.756,1371.902,0.0,77265,
Andorra,2021-02-12,10427,36,106,0,134951.14,465.929,1371.902,0.0,77265,
Andorra,2021-02-13,10463,36,107,1,135417.08,465.929,1384.844,12.942,77265,
Andorra,2021-02-14,10503,40,107,0,135934.77,517.699,1384.844,0.0,77265,
Andorra,2021-02-15,10538,35,107,0,136387.75,452.986,1384.844,0.0,77265,
Andorra,2021-02-16,10555,17,107,0,136607.78,220.022,1384.844,0.0,77265,
Andorra,2021-02-17,10583,28,107,0,136970.17,362.389,1384.844,0.0,77265,
Andorra,2021-02-18,10610,27,107,0,137319.61,349.447,1384.844,0.0,77265,
Andorra,2021-02-19,10645,35,107,0,137772.6,452.986,1384.844,0.0,77265,
Andorra,2021-02-20,10672,27,107,0,138122.05,349.447,1384.844,0.0,77265,
Andorra,2021-02-21,10699,27,107,0,138471.5,349.447,1384.844,0.0,77265,
Andorra,2021-02-22,10712,13,109,2,138639.75,168.252,1410.729,25.885,77265,
Andorra,2021-02-23,10739,27,110,1,138989.19,349.447,1423.672,12.942,77265,
Andorra,2021-02-24,10775,36,110,0,139455.12,465.929,1423.672,0.0,77265,
Andorra,2021-02-25,10799,24,110,0,139765.73,310.619,1423.672,0.0,77265,
Andorra,2021-02-26,10822,23,110,0,140063.42,297.677,1423.672,0.0,77265,
Andorra,2021-02-27,10849,27,110,0,140412.86,349.447,1423.672,0.0,77265,
Andorra,2021-02-28,10866,17,110,0,140632.89,220.022,1423.672,0.0,77265,
Andorra,2021-03-01,10889,23,110,0,140930.56,297.677,1423.672,0.0,77265,
Andorra,2021-03-02,10908,19,110,0,141176.47,245.907,1423.672,0.0,77265,
Andorra,2021-03-03,10948,40,112,2,141694.17,517.699,1449.557,25.885,77265,
Andorra,2021-03-04,10976,28,112,0,142056.56,362.389,1449.557,0.0,77265,
Andorra,2021-03-05,10998,22,112,0,142341.3,284.734,1449.557,0.0,77265,
Andorra,2021-03-06,11019,21,112,0,142613.08,271.792,1449.557,0.0,77265,
Andorra,2021-03-07,11042,23,112,0,142910.77,297.677,1449.557,0.0,77265,
Andorra,2021-03-08,11069,27,112,0,143260.2,349.447,1449.557,0.0,77265,1.52
Andorra,2021-03-09,11089,20,112,0,143519.06,258.849,1449.557,0.0,77265,
Andorra,2021-03-10,11130,41,112,0,144049.7,530.641,1449.557,0.0,77265,1.64
Andorra,2021-03-11,11130,0,112,0,144049.7,0.0,1449.557,0.0,77265,
Andorra,2021-03-12,11199,69,112,0,144942.73,893.03,1449.557,0.0,77265,
Andorra,2021-03-13,11228,29,112,0,145318.06,375.332,1449.557,0.0,77265,
Andorra,2021-03-14,11266,38,113,1,145809.88,491.814,1462.499,12.942,77265,
Andorra,2021-03-15,11289,23,113,0,146107.55,297.677,1462.499,0.0,77265,1.64
Andorra,2021-03-16,11319,30,113,0,146495.83,388.274,1462.499,0.0,77265,
Andorra,2021-03-17,11360,41,113,0,147026.47,530.641,1462.499,0.0,77265,
Andorra,2021-03-18,11393,33,113,0,147453.56,427.102,1462.499,0.0,77265,
Andorra,2021-03-19,11431,38,113,0,147945.39,491.814,1462.499,0.0,77265,
Andorra,2021-03-20,11481,50,113,0,148592.5,647.124,1462.499,0.0,77265,
Andorra,2021-03-21,11517,36,113,0,149058.44,465.929,1462.499,0.0,77265,
Andorra,2021-03-22,11545,28,113,0,149420.83,362.389,1462.499,0.0,77265,
Andorra,2021-03-23,11591,46,113,0,150016.17,595.354,1462.499,0.0,77265,
Andorra,2021-03-24,11638,47,114,1,150624.47,608.296,1475.442,12.942,77265,
Andorra,2021-03-25,11687,49,114,0,151258.66,634.181,1475.442,0.0,77265,
Andorra,2021-03-26,11732,45,114,0,151841.06,582.411,1475.442,0.0,77265,
Andorra,2021-03-28,11850,41,115,0,153368.28,530.641,1488.384,0.0,77265,
Andorra,2021-03-29,11888,38,115,0,153860.1,491.814,1488.384,0.0,77265,
Andorra,2021-03-30,11944,56,115,0,154584.88,724.778,1488.384,0.0,77265,
Andorra,2021-03-31,12010,66,115,0,155439.08,854.203,1488.384,0.0,77265,
Andorra,2021-04-01,12053,43,115,0,155995.6,556.526,1488.384,0.0,77265,
Andorra,2021-04-02,12115,62,116,1,156798.03,802.433,1501.327,12.942,77265,
Andorra,2021-04-03,12174,59,117,1,157561.64,763.606,1514.269,12.942,77265,
Andorra,2021-04-04,12231,57,117,0,158299.36,737.721,1514.269,0.0,77265,
Andorra,2021-04-05,12286,55,117,0,159011.19,711.836,1514.269,0.0,77265,5.8
Andorra,2021-04-06,12328,42,117,0,159554.78,543.584,1514.269,0.0,77265,
Andorra,2021-04-07,12363,35,119,2,160007.77,452.986,1540.154,25.885,77265,
Andorra,2021-04-08,12409,46,120,1,160603.12,595.354,1553.096,12.942,77265,
Andorra,2021-04-09,12456,47,120,0,161211.42,608.296,1553.096,0.0,77265,
Andorra,2021-04-10,12497,41,120,0,161742.06,530.641,1553.096,0.0,77265,
Andorra,2021-04-11,12545,48,120,0,162363.3,621.239,1553.096,0.0,77265,
Andorra,2021-04-12,12581,36,121,1,162829.22,465.929,1566.039,12.942,77265,
Andorra,2021-04-13,12614,33,121,0,163256.33,427.102,1566.039,0.0,77265,
Andorra,2021-04-14,12641,27,121,0,163605.77,349.447,1566.039,0.0,77265,
Andorra,2021-04-15,12641,0,121,0,163605.77,0.0,1566.039,0.0,77265,
Andorra,2021-04-16,12712,71,123,2,164524.69,918.915,1591.924,25.885,77265,
Andorra,2021-04-17,12771,59,123,0,165288.3,763.606,1591.924,0.0,77265,
Andorra,2021-04-18,12805,34,123,0,165728.34,440.044,1591.924,0.0,77265,
Andorra,2021-04-19,12805,0,123,0,165728.34,0.0,1591.924,0.0,77265,6.06
Angola,2021-03-03,20923,41,510,0,636.61,1.247,15.517,0.0,32866268,
Angola,2021-03-04,20981,58,511,1,638.375,1.765,15.548,0.03,32866268,
Angola,2021-03-05,21026,45,511,0,639.744,1.369,15.548,0.0,32866268,
Angola,2021-03-06,21055,29,512,1,640.626,0.882,15.578,0.03,32866268,
Angola,2021-03-07,21086,31,514,2,641.57,0.943,15.639,0.061,32866268,
Angola,2021-03-08,21108,22,515,1,642.239,0.669,15.67,0.03,32866268,
Angola,2021-03-09,21114,6,516,1,642.422,0.183,15.7,0.03,32866268,
Angola,2021-03-10,21161,47,516,0,643.852,1.43,15.7,0.0,32866268,
Angola,2021-03-11,21205,44,517,1,645.19,1.339,15.73,0.03,32866268,
Angola,2021-03-02,20882,28,510,2,635.363,0.852,15.517,0.061,32866268,
Angola,2021-03-12,21265,60,519,2,647.016,1.826,15.791,0.061,32866268,
Angola,2021-03-13,21323,58,520,1,648.781,1.765,15.822,0.03,32866268,
Angola,2021-03-14,21380,57,521,1,650.515,1.734,15.852,0.03,32866268,
Angola,2021-03-15,21407,27,521,0,651.337,0.822,15.852,0.0,32866268,
Angola,2021-03-16,21446,39,522,1,652.523,1.187,15.883,0.03,32866268,
Angola,2021-03-17,21489,43,522,0,653.831,1.308,15.883,0.0,32866268,
Angola,2021-03-18,21558,69,522,0,655.931,2.099,15.883,0.0,32866268,
Angola,2021-03-19,21642,84,524,2,658.487,2.556,15.943,0.061,32866268,
Angola,2021-03-20,21696,54,526,2,660.13,1.643,16.004,0.061,32866268,
Angola,2021-03-21,21733,37,527,1,661.255,1.126,16.035,0.03,32866268,
Angola,2021-03-22,21757,24,530,3,661.986,0.73,16.126,0.091,32866268,
Angola,2021-03-23,21774,17,530,0,662.503,0.517,16.126,0.0,32866268,
Angola,2021-03-24,21836,62,532,2,664.389,1.886,16.187,0.061,32866268,
Angola,2021-03-25,21914,78,532,0,666.763,2.373,16.187,0.0,32866268,
Angola,2021-03-26,21961,47,532,0,668.193,1.43,16.187,0.0,32866268,
Angola,2021-03-27,22031,70,533,1,670.323,2.13,16.217,0.03,32866268,
Angola,2021-03-28,22063,32,533,0,671.296,0.974,16.217,0.0,32866268,
Angola,2021-03-29,22132,69,534,1,673.396,2.099,16.248,0.03,32866268,
Angola,2021-03-30,22182,50,536,2,674.917,1.521,16.309,0.061,32866268,
Angola,2021-03-31,22311,129,537,1,678.842,3.925,16.339,0.03,32866268,
Angola,2021-04-01,22399,88,538,1,681.519,2.678,16.369,0.03,32866268,
Angola,2021-04-02,22467,68,538,0,683.588,2.069,16.369,0.0,32866268,
Angola,2021-04-03,22579,112,540,2,686.996,3.408,16.43,0.061,32866268,
Angola,2021-04-04,22631,52,542,2,688.578,1.582,16.491,0.061,32866268,
Angola,2021-04-05,22717,86,543,1,691.195,2.617,16.521,0.03,32866268,
Angola,2021-04-06,22885,168,547,4,696.307,5.112,16.643,0.122,32866268,
Angola,2021-04-07,23010,125,547,0,700.11,3.803,16.643,0.0,32866268,
Angola,2021-04-08,23108,98,549,2,703.092,2.982,16.704,0.061,32866268,
Angola,2021-04-09,23242,134,549,0,707.169,4.077,16.704,0.0,32866268,
Angola,2021-04-10,23331,89,550,1,709.877,2.708,16.734,0.03,32866268,
Angola,2021-04-11,23457,126,553,3,713.71,3.834,16.826,0.091,32866268,
Angola,2021-04-12,23549,92,554,1,716.51,2.799,16.856,0.03,32866268,
Angola,2021-04-13,23697,148,554,0,721.013,4.503,16.856,0.0,32866268,
Angola,2021-04-14,23841,144,557,3,725.394,4.381,16.947,0.091,32866268,
Angola,2021-04-15,23951,110,557,0,728.741,3.347,16.947,0.0,32866268,
Angola,2021-04-16,24122,171,560,3,733.944,5.203,17.039,0.091,32866268,
Angola,2021-03-01,20854,47,508,0,634.511,1.43,15.457,0.0,32866268,
Angola,2021-04-17,24300,178,561,1,739.36,5.416,17.069,0.03,32866268,
Angola,2021-04-18,24389,89,561,0,742.068,2.708,17.069,0.0,32866268,
Angola,2021-04-19,24518,129,563,2,745.993,3.925,17.13,0.061,32866268,
Anguilla,2021-02-19,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-10,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-11,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-12,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-13,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-14,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-15,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-16,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-17,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-18,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-20,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-21,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-22,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-23,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-24,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-25,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-26,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-27,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-28,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-01,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-02,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-03,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-04,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-05,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-06,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-07,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-08,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-09,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-10,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-11,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-12,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-13,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-14,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-06,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-15,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-16,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-17,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-18,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-19,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-20,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-21,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-22,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-23,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-24,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-25,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-26,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-27,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-28,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-29,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-30,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-03-31,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-01,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-02,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-03,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-04,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-05,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-06,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-07,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-08,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-09,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-10,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-11,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-04-12,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-07,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-05,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-08,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-04,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Anguilla,2021-02-09,\N,\N,\N,\N,\N,\N,\N,\N,15002,
Antigua and Barbuda,2021-04-03,1170,18,28,0,11947.553,183.809,285.924,0.0,97928,
Antigua and Barbuda,2021-02-16,443,0,9,0,4523.732,0.0,91.904,0.0,97928,
Antigua and Barbuda,2021-02-17,525,82,10,1,5361.082,837.35,102.116,10.212,97928,
Antigua and Barbuda,2021-02-18,548,23,10,0,5595.948,234.866,102.116,0.0,97928,
Antigua and Barbuda,2021-02-19,548,0,10,0,5595.948,0.0,102.116,0.0,97928,
Antigua and Barbuda,2021-02-20,598,50,11,1,6106.527,510.579,112.327,10.212,97928,
Antigua and Barbuda,2021-02-21,598,0,13,2,6106.527,0.0,132.751,20.423,97928,
Antigua and Barbuda,2021-02-22,614,16,14,1,6269.913,163.385,142.962,10.212,97928,
Antigua and Barbuda,2021-02-23,636,22,14,0,6494.567,224.655,142.962,0.0,97928,
Antigua and Barbuda,2021-02-24,646,10,14,0,6596.683,102.116,142.962,0.0,97928,
Antigua and Barbuda,2021-02-25,701,55,14,0,7158.32,561.637,142.962,0.0,97928,
Antigua and Barbuda,2021-02-26,701,0,14,0,7158.32,0.0,142.962,0.0,97928,
Antigua and Barbuda,2021-02-27,726,25,14,0,7413.61,255.29,142.962,0.0,97928,
Antigua and Barbuda,2021-02-28,730,4,14,0,7454.456,40.846,142.962,0.0,97928,
Antigua and Barbuda,2021-03-01,769,39,14,0,7852.708,398.252,142.962,0.0,97928,
Antigua and Barbuda,2021-03-02,769,0,14,0,7852.708,0.0,142.962,0.0,97928,
Antigua and Barbuda,2021-03-03,769,0,19,5,7852.708,0.0,194.02,51.058,97928,
Antigua and Barbuda,2021-03-04,813,44,21,2,8302.018,449.31,214.443,20.423,97928,
Antigua and Barbuda,2021-03-05,813,0,21,0,8302.018,0.0,214.443,0.0,97928,
Antigua and Barbuda,2021-03-06,813,0,21,0,8302.018,0.0,214.443,0.0,97928,
Antigua and Barbuda,2021-03-07,848,35,21,0,8659.423,357.405,214.443,0.0,97928,
Antigua and Barbuda,2021-03-08,848,0,21,0,8659.423,0.0,214.443,0.0,97928,
Antigua and Barbuda,2021-03-09,862,14,22,1,8802.385,142.962,224.655,10.212,97928,
Antigua and Barbuda,2021-03-10,882,20,23,1,9006.617,204.232,234.866,10.212,97928,
Antigua and Barbuda,2021-03-11,882,0,23,0,9006.617,0.0,234.866,0.0,97928,
Antigua and Barbuda,2021-03-12,945,63,25,2,9649.947,643.33,255.29,20.423,97928,
Antigua and Barbuda,2021-03-13,962,17,27,2,9823.544,173.597,275.713,20.423,97928,
Antigua and Barbuda,2021-03-14,963,1,27,0,9833.755,10.212,275.713,0.0,97928,
Antigua and Barbuda,2021-03-15,963,0,27,0,9833.755,0.0,275.713,0.0,97928,
Antigua and Barbuda,2021-03-16,992,29,27,0,10129.891,296.136,275.713,0.0,97928,
Antigua and Barbuda,2021-03-17,992,0,27,0,10129.891,0.0,275.713,0.0,97928,
Antigua and Barbuda,2021-03-18,1008,16,27,0,10293.277,163.385,275.713,0.0,97928,
Antigua and Barbuda,2021-03-19,1011,3,27,0,10323.911,30.635,275.713,0.0,97928,
Antigua and Barbuda,2021-03-20,1033,22,28,1,10548.566,224.655,285.924,10.212,97928,
Antigua and Barbuda,2021-03-21,1033,0,28,0,10548.566,0.0,285.924,0.0,97928,
Antigua and Barbuda,2021-03-22,1072,39,28,0,10946.818,398.252,285.924,0.0,97928,
Antigua and Barbuda,2021-03-23,1080,8,28,0,11028.511,81.693,285.924,0.0,97928,
Antigua and Barbuda,2021-03-24,1080,0,28,0,11028.511,0.0,285.924,0.0,97928,
Antigua and Barbuda,2021-03-25,1103,23,28,0,11263.377,234.866,285.924,0.0,97928,
Antigua and Barbuda,2021-03-26,1122,19,28,0,11457.397,194.02,285.924,0.0,97928,
Antigua and Barbuda,2021-03-27,1122,0,28,0,11457.397,0.0,285.924,0.0,97928,
Antigua and Barbuda,2021-03-28,1128,6,28,0,11518.667,61.27,285.924,0.0,97928,
Antigua and Barbuda,2021-03-29,1136,8,28,0,11600.359,81.693,285.924,0.0,97928,
Antigua and Barbuda,2021-03-30,1136,0,28,0,11600.359,0.0,285.924,0.0,97928,
Antigua and Barbuda,2021-03-31,1136,0,28,0,11600.359,0.0,285.924,0.0,97928,
Antigua and Barbuda,2021-04-01,1147,11,28,0,11712.687,112.327,285.924,0.0,97928,
Antigua and Barbuda,2021-04-02,1152,5,28,0,11763.745,51.058,285.924,0.0,97928,
Antigua and Barbuda,2021-04-04,1170,0,28,0,11947.553,0.0,285.924,0.0,97928,
Antigua and Barbuda,2021-04-05,1173,3,29,1,11978.188,30.635,296.136,10.212,97928,
Antigua and Barbuda,2021-04-06,1173,0,29,0,11978.188,0.0,296.136,0.0,97928,
Antigua and Barbuda,2021-04-07,1177,4,29,0,12019.034,40.846,296.136,0.0,97928,
Antigua and Barbuda,2021-04-08,1180,3,29,0,12049.669,30.635,296.136,0.0,97928,
Antigua and Barbuda,2021-04-09,1182,2,30,1,12070.092,20.423,306.348,10.212,97928,
Antigua and Barbuda,2021-04-10,1197,15,30,0,12223.266,153.174,306.348,0.0,97928,
Antigua and Barbuda,2021-04-11,1198,1,30,0,12233.478,10.212,306.348,0.0,97928,
Antigua and Barbuda,2021-04-12,1198,0,30,0,12233.478,0.0,306.348,0.0,97928,
Antigua and Barbuda,2021-04-13,1201,3,31,1,12264.112,30.635,316.559,10.212,97928,
Antigua and Barbuda,2021-04-14,1201,0,31,0,12264.112,0.0,316.559,0.0,97928,
Antigua and Barbuda,2021-04-15,1209,8,31,0,12345.805,81.693,316.559,0.0,97928,
Antigua and Barbuda,2021-04-16,1213,4,31,0,12386.651,40.846,316.559,0.0,97928,
Antigua and Barbuda,2021-04-17,1216,3,31,0,12417.286,30.635,316.559,0.0,97928,
Antigua and Barbuda,2021-04-18,1216,0,31,0,12417.286,0.0,316.559,0.0,97928,
Antigua and Barbuda,2021-04-19,1217,1,31,0,12427.498,10.212,316.559,0.0,97928,
Antigua and Barbuda,2021-04-20,1217,0,31,0,12427.498,0.0,316.559,0.0,97928,
Antigua and Barbuda,2021-04-21,1217,0,31,0,12427.498,0.0,316.559,0.0,97928,
Antigua and Barbuda,2021-04-22,1217,0,31,0,12427.498,0.0,316.559,0.0,97928,
Argentina,2020-12-29,1602163,11650,43018,150,35449.395,257.767,951.815,3.319,45195777,
Argentina,2020-12-30,1613928,11765,43163,145,35709.707,260.312,955.023,3.208,45195777,
Argentina,2020-12-31,1625514,11586,43245,82,35966.06,256.351,956.837,1.814,45195777,
Argentina,2021-01-01,1629594,4080,43319,74,36056.332,90.274,958.475,1.637,45195777,
Argentina,2021-01-02,1634834,5240,43375,56,36172.273,115.94,959.714,1.239,45195777,
Argentina,2021-01-03,1640718,5884,43482,107,36302.465,130.189,962.081,2.367,45195777,
Argentina,2021-01-04,1648940,8222,43634,152,36484.383,181.92,965.444,3.363,45195777,
Argentina,2021-01-05,1662730,13790,43785,151,36789.5,305.117,968.785,3.341,45195777,
Argentina,2021-01-06,1676171,13441,43976,191,37086.895,297.395,973.011,4.226,45195777,
Argentina,2021-01-07,1690006,13835,44122,146,37393.008,306.113,976.242,3.23,45195777,
Argentina,2021-01-08,1703352,13346,44273,151,37688.3,295.293,979.583,3.341,45195777,
Argentina,2021-01-09,1714409,11057,44417,144,37932.945,244.647,982.769,3.186,45195777,
Argentina,2021-01-10,1722217,7808,44495,78,38105.707,172.76,984.495,1.726,45195777,
Argentina,2021-01-11,1730921,8704,44654,159,38298.29,192.584,988.013,3.518,45195777,
Argentina,2021-01-12,1744704,13783,44848,194,38603.254,304.962,992.305,4.292,45195777,
Argentina,2021-01-13,1757429,12725,44983,135,38884.805,281.553,995.292,2.987,45195777,
Argentina,2021-01-14,1770715,13286,45125,142,39178.77,293.966,998.434,3.142,45195777,
Argentina,2021-01-15,1783047,12332,45227,102,39451.63,272.857,1000.691,2.257,45195777,
Argentina,2021-01-16,1791979,8932,45295,68,39649.258,197.629,1002.195,1.505,45195777,
Argentina,2021-01-17,1799243,7264,45407,112,39809.98,160.723,1004.674,2.478,45195777,
Argentina,2021-01-18,1807428,8185,45832,425,39991.082,181.101,1014.077,9.404,45195777,
Argentina,2021-01-19,1819569,12141,46066,234,40259.715,268.631,1019.255,5.177,45195777,
Argentina,2021-01-20,1831681,12112,46216,150,40527.703,267.99,1022.573,3.319,45195777,0.01
Argentina,2021-01-21,1843077,11396,46355,139,40779.85,252.147,1025.649,3.076,45195777,0.04
Argentina,2021-01-22,1853830,10753,46575,220,41017.77,237.92,1030.517,4.868,45195777,0.06
Argentina,2021-01-23,1862192,8362,46737,162,41202.79,185.017,1034.101,3.584,45195777,0.06
Argentina,2021-01-24,1867223,5031,46827,90,41314.1,111.316,1036.092,1.991,45195777,0.07
Argentina,2021-01-25,1874801,7578,47034,207,41481.773,167.671,1040.672,4.58,45195777,0.07
Argentina,2021-01-26,1885210,10409,47253,219,41712.082,230.309,1045.518,4.846,45195777,0.09
Argentina,2021-01-27,1896053,10843,47435,182,41951.996,239.912,1049.545,4.027,45195777,0.1
Argentina,2021-01-28,1905524,9471,47601,166,42161.55,209.555,1053.218,3.673,45195777,0.11
Argentina,2021-01-29,1915362,9838,47775,174,42379.227,217.675,1057.068,3.85,45195777,0.15
Argentina,2021-01-30,1922264,6902,47931,156,42531.938,152.713,1060.519,3.452,45195777,0.19
Argentina,2021-01-31,1927239,4975,47974,43,42642.016,110.077,1061.471,0.951,45195777,
Argentina,2021-02-01,1933853,6614,48249,275,42788.355,146.341,1067.555,6.085,45195777,0.21
Argentina,2021-02-02,1943548,9695,48426,177,43002.867,214.511,1071.472,3.916,45195777,
Argentina,2021-02-03,1952744,9196,48539,113,43206.34,203.47,1073.972,2.5,45195777,0.25
Argentina,2021-02-04,1961635,8891,48700,161,43403.06,196.722,1077.534,3.562,45195777,0.32
Argentina,2021-02-05,1970009,8374,48985,285,43588.344,185.283,1083.84,6.306,45195777,
Argentina,2021-02-06,1976689,6680,49110,125,43736.145,147.801,1086.606,2.766,45195777,0.36
