location,`date`,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,people_fully_vaccinated_per_hundred
Slovakia,2021-03-17,342430,2892,8738,69,62720.22,529.705,1600.471,12.638,5459643,4.17
Slovakia,2021-03-18,344470,2040,8814,76,63093.867,373.651,1614.391,13.92,5459643,4.24
Slovakia,2021-03-19,346149,1679,8894,80,63401.4,307.529,1629.044,14.653,5459643,4.34
Slovakia,2021-03-20,347944,1795,8978,84,63730.176,328.776,1644.43,15.386,5459643,4.37
Slovakia,2021-03-21,348869,925,9044,66,63899.598,169.425,1656.519,12.089,5459643,4.39
Slovakia,2021-03-22,349270,401,9104,60,63973.047,73.448,1667.508,10.99,5459643,4.45
Slovakia,2021-03-23,350551,1281,9190,86,64207.68,234.631,1683.26,15.752,5459643,4.53
Slovakia,2021-03-24,352528,1977,9261,71,64569.79,362.112,1696.265,13.005,5459643,4.6
Slovakia,2021-03-25,354182,1654,9313,52,64872.74,302.95,1705.789,9.524,5459643,4.65
Slovakia,2021-03-26,355454,1272,9373,60,65105.723,232.982,1716.779,10.99,5459643,4.69
Slovakia,2021-03-27,356985,1531,9426,53,65386.145,280.421,1726.487,9.708,5459643,4.69
Slovakia,2021-03-28,357910,925,9496,70,65555.57,169.425,1739.308,12.821,5459643,4.69
Slovakia,2021-03-29,358115,205,9542,46,65593.12,37.548,1747.733,8.425,5459643,4.71
Slovakia,2021-03-30,359330,1215,9624,82,65815.66,222.542,1762.753,15.019,5459643,4.77
Slovakia,2021-03-31,361185,1855,9719,95,66155.42,339.766,1780.153,17.4,5459643,4.8
Slovakia,2021-04-01,362489,1304,9790,71,66394.266,238.843,1793.158,13.005,5459643,4.83
Slovakia,2021-04-02,363874,1385,9877,87,66647.945,253.68,1809.093,15.935,5459643,4.83
Slovakia,2021-04-03,364622,748,9948,71,66784.95,137.005,1822.097,13.005,5459643,4.84
Slovakia,2021-04-04,365242,620,10025,77,66898.516,113.561,1836.201,14.103,5459643,4.84
Slovakia,2021-04-05,365400,158,10094,69,66927.45,28.94,1848.839,12.638,5459643,4.84
Slovakia,2021-04-06,365733,333,10094,0,66988.445,60.993,1848.839,0.0,5459643,4.9
Slovakia,2021-04-07,366894,1161,10243,149,67201.09,212.651,1876.13,27.291,5459643,4.94
Slovakia,2021-04-08,368470,1576,10322,79,67489.76,288.664,1890.6,14.47,5459643,5.09
Slovakia,2021-04-09,369393,923,10411,89,67658.82,169.059,1906.901,16.301,5459643,5.26
Slovakia,2021-04-10,370473,1080,10487,76,67856.63,197.815,1920.822,13.92,5459643,5.27
Slovakia,2021-04-11,371062,589,10565,78,67964.516,107.883,1935.108,14.287,5459643,5.3
Slovakia,2021-04-12,371168,106,10630,65,67983.93,19.415,1947.014,11.906,5459643,5.48
Slovakia,2021-04-13,372038,870,10716,86,68143.28,159.351,1962.766,15.752,5459643,5.68
Slovakia,2021-04-14,373107,1069,10798,82,68339.086,195.8,1977.785,15.019,5459643,5.88
Slovakia,2021-04-15,373950,843,10877,79,68493.49,154.406,1992.255,14.47,5459643,6.1
Slovakia,2021-04-16,374586,636,10970,93,68609.984,116.491,2009.289,17.034,5459643,6.32
Slovakia,2021-04-17,375336,750,11043,73,68747.35,137.372,2022.66,13.371,5459643,6.33
Slovakia,2021-04-18,375974,638,11106,63,68864.21,116.857,2034.199,11.539,5459643,6.33
Slovakia,2021-04-19,376067,93,11172,66,68881.24,17.034,2046.288,12.089,5459643,6.53
Slovakia,2021-04-20,376709,642,11244,72,68998.836,117.59,2059.475,13.188,5459643,6.78
Slovakia,2021-04-21,377473,764,11304,60,69138.77,139.936,2070.465,10.99,5459643,7.02
Slovakia,2021-04-22,378150,677,11357,53,69262.77,124.001,2080.173,9.708,5459643,7.26
Slovakia,2021-04-23,378635,485,11405,48,69351.6,88.834,2088.964,8.792,5459643,7.51
Slovenia,2021-01-11,139713,432,3022,24,67204.22,207.799,1453.631,11.544,2078932,0
Slovenia,2020-12-27,114806,622,2565,33,55223.547,299.192,1233.807,15.874,2078932,
Slovenia,2020-12-28,115327,521,2595,30,55474.156,250.609,1248.237,14.43,2078932,
Slovenia,2020-12-29,117305,1978,2631,36,56425.605,951.45,1265.554,17.317,2078932,
Slovenia,2020-12-30,119740,2435,2665,34,57596.883,1171.274,1281.908,16.355,2078932,
Slovenia,2020-12-31,122152,2412,2697,32,58757.094,1160.211,1297.301,15.393,2078932,
Slovenia,2021-01-01,123950,1798,2728,31,59621.96,864.867,1312.212,14.912,2078932,
Slovenia,2021-01-02,124343,393,2774,46,59811.0,189.039,1334.339,22.127,2078932,
Slovenia,2021-01-03,125086,743,2803,29,60168.395,357.395,1348.288,13.949,2078932,
Slovenia,2021-01-04,125858,772,2838,35,60539.74,371.345,1365.124,16.836,2078932,
Slovenia,2021-01-05,128370,2512,2868,30,61748.05,1208.313,1379.555,14.43,2078932,
Slovenia,2021-01-06,131724,3354,2899,31,63361.38,1613.328,1394.466,14.912,2078932,
Slovenia,2021-01-07,134545,2821,2922,23,64718.33,1356.947,1405.529,11.063,2078932,
Slovenia,2021-01-08,136629,2084,2947,25,65720.766,1002.438,1417.555,12.025,2078932,0
Slovenia,2021-01-09,138518,1889,2973,26,66629.41,908.64,1430.061,12.506,2078932,0
Slovenia,2021-01-10,139281,763,2998,25,66996.42,367.015,1442.087,12.025,2078932,0
Slovenia,2021-01-12,141587,1874,3053,31,68105.64,901.424,1468.543,14.912,2078932,0
Slovenia,2021-01-13,143679,2092,3070,17,69111.93,1006.286,1476.72,8.177,2078932,0
Slovenia,2021-01-14,145472,1793,3093,23,69974.39,862.462,1487.783,11.063,2078932,0
Slovenia,2021-01-15,147016,1544,3121,28,70717.08,742.689,1501.252,13.468,2078932,0.01
Slovenia,2021-01-16,148556,1540,3140,19,71457.84,740.765,1510.391,9.139,2078932,0.01
Slovenia,2021-01-17,149125,569,3180,40,71731.55,273.698,1529.632,19.241,2078932,0.01
Slovenia,2021-01-18,149424,299,3206,26,71875.37,143.824,1542.138,12.506,2078932,0.02
Slovenia,2021-01-19,151137,1713,3231,25,72699.35,823.981,1554.163,12.025,2078932,0.09
Slovenia,2021-01-20,152851,1714,3257,26,73523.81,824.462,1566.67,12.506,2078932,0.26
Slovenia,2021-01-21,154306,1455,3284,27,74223.69,699.879,1579.657,12.987,2078932,0.42
Slovenia,2021-01-22,155752,1446,3309,25,74919.234,695.549,1591.683,12.025,2078932,0.47
Slovenia,2021-01-23,157293,1541,3329,20,75660.484,741.246,1601.303,9.62,2078932,0.49
Slovenia,2021-01-24,157830,537,3360,31,75918.79,258.306,1616.214,14.912,2078932,0.5
Slovenia,2021-01-25,158131,301,3379,19,76063.58,144.786,1625.354,9.139,2078932,0.5
Slovenia,2021-01-26,159812,1681,3406,27,76872.164,808.588,1638.341,12.987,2078932,0.59
Slovenia,2021-01-27,161662,1850,3425,19,77762.05,889.88,1647.481,9.139,2078932,0.81
Slovenia,2021-01-28,163235,1573,3448,23,78518.68,756.639,1658.544,11.063,2078932,1.08
Slovenia,2021-01-29,164529,1294,3468,20,79141.12,622.435,1668.164,9.62,2078932,1.27
Slovenia,2021-01-30,165887,1358,3490,22,79794.336,653.22,1678.747,10.582,2078932,1.28
Slovenia,2021-01-31,166473,586,3503,13,80076.21,281.876,1685.0,6.253,2078932,1.28
Slovenia,2021-02-01,166836,363,3522,19,80250.82,174.609,1694.139,9.139,2078932,1.28
Slovenia,2021-02-02,168486,1650,3541,19,81044.5,793.677,1703.278,9.139,2078932,1.33
Slovenia,2021-02-03,170101,1615,3564,23,81821.336,776.841,1714.342,11.063,2078932,1.56
Slovenia,2021-02-04,171340,1239,3580,16,82417.32,595.979,1722.038,7.696,2078932,1.88
Slovenia,2021-02-05,172299,959,3595,15,82878.61,461.295,1729.253,7.215,2078932,2.13
Slovenia,2021-02-06,173201,902,3612,17,83312.49,433.877,1737.431,8.177,2078932,2.16
Slovenia,2021-02-07,173702,501,3623,11,83553.48,240.989,1742.722,5.291,2078932,2.16
Slovenia,2021-02-08,174000,298,3635,12,83696.82,143.343,1748.494,5.772,2078932,2.16
Slovenia,2021-02-09,174364,364,3654,19,83871.914,175.09,1757.633,9.139,2078932,2.16
Slovenia,2021-02-10,175795,1431,3667,13,84560.24,688.334,1763.886,6.253,2078932,2.19
Slovenia,2021-02-11,177140,1345,3677,10,85207.21,646.967,1768.697,4.81,2078932,2.28
Slovenia,2021-02-12,178133,993,3692,15,85684.86,477.649,1775.912,7.215,2078932,2.36
Slovenia,2021-02-13,179148,1015,3705,13,86173.09,488.231,1782.165,6.253,2078932,2.37
Slovenia,2021-02-14,179477,329,3717,12,86331.34,158.254,1787.937,5.772,2078932,2.37
Slovenia,2021-02-15,179780,303,3728,11,86477.09,145.748,1793.228,5.291,2078932,2.37
Slovenia,2021-02-16,180520,740,3733,5,86833.05,355.952,1795.634,2.405,2078932,2.38
Slovenia,2021-02-17,181606,1086,3745,12,87355.43,522.384,1801.406,5.772,2078932,2.41
Slovenia,2021-02-18,182484,878,3755,10,87777.766,422.332,1806.216,4.81,2078932,2.44
Slovenia,2021-02-19,183396,912,3762,7,88216.45,438.687,1809.583,3.367,2078932,2.47
Slovenia,2021-02-20,184352,956,3769,7,88676.305,459.852,1812.95,3.367,2078932,2.47
Slovenia,2021-02-21,184767,415,3776,7,88875.92,199.622,1816.317,3.367,2078932,2.47
Slovenia,2021-02-22,185014,247,3784,8,88994.734,118.811,1820.165,3.848,2078932,2.47
Slovenia,2021-02-23,185916,902,3792,8,89428.61,433.877,1824.013,3.848,2078932,2.47
Slovenia,2021-02-24,187005,1089,3802,10,89952.44,523.827,1828.824,4.81,2078932,2.48
Slovenia,2021-02-25,187762,757,3809,7,90316.56,364.129,1832.191,3.367,2078932,2.49
Slovenia,2021-02-26,188676,914,3823,14,90756.22,439.649,1838.925,6.734,2078932,2.52
Slovenia,2021-02-27,189627,951,3836,13,91213.664,457.446,1845.178,6.253,2078932,2.52
Slovenia,2021-02-28,190081,454,3836,0,91432.05,218.381,1845.178,0.0,2078932,2.52
Slovenia,2021-03-01,190324,243,3854,18,91548.93,116.887,1853.836,8.658,2078932,2.52
Slovenia,2021-03-02,191056,732,3863,9,91901.03,352.104,1858.166,4.329,2078932,2.52
Slovenia,2021-03-03,192266,1210,3874,11,92483.06,582.03,1863.457,5.291,2078932,2.56
Slovenia,2021-03-04,193285,1019,3878,4,92973.22,490.156,1865.381,1.924,2078932,2.78
Slovenia,2021-03-05,194165,880,3882,4,93396.516,423.294,1867.305,1.924,2078932,3.05
Slovenia,2021-03-06,195086,921,3888,6,93839.53,443.016,1870.191,2.886,2078932,3.08
Slovenia,2021-03-07,195468,382,3891,3,94023.27,183.748,1871.634,1.443,2078932,3.08
Slovenia,2021-03-08,195678,210,3897,6,94124.29,101.013,1874.52,2.886,2078932,3.1
Slovenia,2021-03-09,196421,743,3904,7,94481.69,357.395,1877.887,3.367,2078932,3.12
Slovenia,2021-03-10,197374,953,3908,4,94940.09,458.408,1879.811,1.924,2078932,3.36
Slovenia,2021-03-11,198234,860,3918,10,95353.766,413.674,1884.622,4.81,2078932,3.74
Slovenia,2021-03-12,199004,770,3926,8,95724.15,370.382,1888.47,3.848,2078932,3.98
Slovenia,2021-03-13,199854,850,3929,3,96133.016,408.864,1889.913,1.443,2078932,4.09
Slovenia,2021-03-14,200374,520,3934,5,96383.14,250.128,1892.318,2.405,2078932,4.09
Slovenia,2021-03-15,200579,205,3938,4,96481.75,98.608,1894.242,1.924,2078932,4.1
Slovenia,2021-03-16,201497,918,3941,3,96923.32,441.573,1895.685,1.443,2078932,4.14
Slovenia,2021-03-17,202573,1076,3948,7,97440.9,517.573,1899.052,3.367,2078932,4.41
Slovenia,2021-03-18,203544,971,3951,3,97907.96,467.067,1900.495,1.443,2078932,4.82
Slovenia,2021-03-19,204482,938,3961,10,98359.16,451.193,1905.305,4.81,2078932,5.03
Slovenia,2021-03-20,205509,1027,3967,6,98853.164,494.004,1908.191,2.886,2078932,5.04
Slovenia,2021-03-21,206026,517,3972,5,99101.84,248.685,1910.596,2.405,2078932,5.04
Slovenia,2021-03-22,206317,291,3976,4,99241.82,139.976,1912.52,1.924,2078932,5.04
Slovenia,2021-03-23,207298,981,3985,9,99713.695,471.877,1916.85,4.329,2078932,5.05
Slovenia,2021-03-24,208588,1290,3994,9,100334.21,620.511,1921.179,4.329,2078932,5.18
Slovenia,2021-03-25,209753,1165,3998,4,100894.59,560.384,1923.103,1.924,2078932,5.3
Slovenia,2021-03-26,210785,1032,4008,10,101391.0,496.409,1927.913,4.81,2078932,5.41
Slovenia,2021-03-27,212040,1255,4011,3,101994.68,603.675,1929.356,1.443,2078932,5.43
Slovenia,2021-03-28,212678,638,4018,7,102301.56,306.888,1932.723,3.367,2078932,5.43
Slovenia,2021-03-29,212966,288,4024,6,102440.1,138.533,1935.609,2.886,2078932,5.43
Slovenia,2021-03-30,214045,1079,4040,16,102959.12,519.016,1943.306,7.696,2078932,5.45
Slovenia,2021-03-31,215602,1557,4047,7,103708.055,748.942,1946.673,3.367,2078932,5.51
Slovenia,2021-04-01,216939,1337,4054,7,104351.18,643.119,1950.04,3.367,2078932,5.64
Slovenia,2021-04-02,218114,1175,4063,9,104916.37,565.194,1954.369,4.329,2078932,5.74
Slovenia,2021-04-03,219420,1306,4068,5,105544.58,628.207,1956.774,2.405,2078932,5.74
Slovenia,2021-04-04,220141,721,4075,7,105891.39,346.813,1960.141,3.367,2078932,5.74
Slovenia,2021-04-05,220425,284,4082,7,106028.0,136.609,1963.508,3.367,2078932,5.74
Slovenia,2021-04-06,220698,273,4089,7,106159.31,131.317,1966.875,3.367,2078932,5.76
Slovenia,2021-04-07,221890,1192,4092,3,106732.69,573.371,1968.318,1.443,2078932,5.76
Slovenia,2021-04-08,223416,1526,4097,5,107466.72,734.031,1970.723,2.405,2078932,5.79
Slovenia,2021-04-09,224699,1283,4100,3,108083.86,617.144,1972.166,1.443,2078932,5.87
Slovenia,2021-04-10,225950,1251,4112,12,108685.62,601.751,1977.939,5.772,2078932,5.88
Slovenia,2021-04-11,226499,549,4119,7,108949.69,264.078,1981.306,3.367,2078932,5.88
Slovenia,2021-04-12,226786,287,4126,7,109087.74,138.052,1984.673,3.367,2078932,5.89
Slovenia,2021-04-13,227836,1050,4130,4,109592.81,505.067,1986.597,1.924,2078932,5.92
Slovenia,2021-04-14,229076,1240,4135,5,110189.27,596.46,1989.002,2.405,2078932,6.11
Slovenia,2021-04-15,229967,891,4142,7,110617.86,428.585,1992.369,3.367,2078932,6.58
Slovenia,2021-04-16,230826,859,4147,5,111031.05,413.193,1994.774,2.405,2078932,6.86
Slovenia,2021-04-17,231593,767,4153,6,111399.984,368.939,1997.66,2.886,2078932,7.03
Slovenia,2021-04-18,232071,478,4159,6,111629.914,229.926,2000.546,2.886,2078932,7.03
Slovenia,2021-04-19,232311,240,4167,8,111745.36,115.444,2004.395,3.848,2078932,7.05
Slovenia,2021-04-20,233031,720,4172,5,112091.69,346.332,2006.8,2.405,2078932,7.12
Slovenia,2021-04-21,234067,1036,4176,4,112590.02,498.333,2008.724,1.924,2078932,7.55
Slovenia,2021-04-22,234811,744,4187,11,112947.9,357.876,2014.015,5.291,2078932,8.08
Slovenia,2021-04-23,235711,900,4195,8,113380.81,432.915,2017.863,3.848,2078932,8.37
Slovenia,2021-04-24,\N,\N,\N,\N,\N,\N,\N,\N,2078932,8.39
Solomon Islands,2021-03-24,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-25,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-23,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-26,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-27,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-28,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-29,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-30,18,0,\N,\N,26.206,0.0,\N,\N,686878,
Solomon Islands,2021-03-31,19,1,\N,\N,27.661,1.456,\N,\N,686878,
Somalia,2021-04-17,12837,0,656,0,807.703,0.0,41.275,0.0,15893219,
South Africa,2021-03-12,1526873,1225,51179,69,25744.508,20.655,862.926,1.163,59308690,0.24
South Africa,2021-02-16,1494119,1210,48313,219,25192.244,20.402,814.602,3.693,59308690,
South Africa,2021-02-17,1496439,2320,48478,165,25231.361,39.117,817.384,2.782,59308690,
South Africa,2021-02-18,1498766,2327,48708,230,25270.598,39.235,821.262,3.878,59308690,0
South Africa,2021-02-19,1500677,1911,48859,151,25302.818,32.221,823.808,2.546,59308690,0.01
South Africa,2021-02-20,1502367,1690,48940,81,25331.312,28.495,825.174,1.366,59308690,0.02
South Africa,2021-02-21,1503796,1429,49053,113,25355.406,24.094,827.079,1.905,59308690,0.03
South Africa,2021-02-22,1504588,792,49150,97,25368.762,13.354,828.715,1.636,59308690,0.04
South Africa,2021-02-23,1505586,998,49413,263,25385.59,16.827,833.149,4.434,59308690,0.05
South Africa,2021-02-24,1507448,1862,49523,110,25416.984,31.395,835.004,1.855,59308690,0.07
South Africa,2021-02-25,1509124,1676,49667,144,25445.242,28.259,837.432,2.428,59308690,0.09
South Africa,2021-02-26,1510778,1654,49784,117,25473.13,27.888,839.405,1.973,59308690,0.11
South Africa,2021-02-27,1512225,1447,49941,157,25497.527,24.398,842.052,2.647,59308690,0.11
South Africa,2021-02-28,1513393,1168,49993,52,25517.223,19.694,842.929,0.877,59308690,0.12
South Africa,2021-03-01,1513959,566,50077,84,25526.766,9.543,844.345,1.416,59308690,0.12
South Africa,2021-03-02,1514815,856,50271,194,25541.197,14.433,847.616,3.271,59308690,0.13
South Africa,2021-03-03,1516262,1447,50366,95,25565.596,24.398,849.218,1.602,59308690,0.14
South Africa,2021-03-04,1517666,1404,50462,96,25589.27,23.673,850.837,1.619,59308690,0.16
South Africa,2021-03-05,1518979,1313,50566,104,25611.406,22.138,852.59,1.754,59308690,0.17
South Africa,2021-03-06,1520206,1227,50647,81,25632.096,20.688,853.956,1.366,59308690,0.17
South Africa,2021-03-07,1521068,862,50678,31,25646.63,14.534,854.478,0.523,59308690,0.17
South Africa,2021-03-08,1521706,638,50803,125,25657.387,10.757,856.586,2.108,59308690,0.17
South Africa,2021-03-09,1522697,991,50906,103,25674.096,16.709,858.323,1.737,59308690,0.18
South Africa,2021-03-10,1524174,1477,51015,109,25699.0,24.904,860.161,1.838,59308690,0.22
South Africa,2021-03-11,1525648,1474,51110,95,25723.854,24.853,861.762,1.602,59308690,0.23
South Africa,2021-03-13,1528414,1541,51261,82,25770.49,25.983,864.308,1.383,59308690,0.25
South Africa,2021-03-14,1529420,1006,51326,65,25787.451,16.962,865.404,1.096,59308690,
South Africa,2021-03-15,1530033,613,51421,95,25797.787,10.336,867.006,1.602,59308690,0.25
South Africa,2021-03-16,1530966,933,51560,139,25813.52,15.731,869.35,2.344,59308690,0.27
South Africa,2021-03-17,1532497,1531,51634,74,25839.332,25.814,870.598,1.248,59308690,0.28
South Africa,2021-03-18,1533961,1464,51724,90,25864.018,24.684,872.115,1.517,59308690,0.3
South Africa,2021-03-19,1535423,1462,52035,311,25888.668,24.651,877.359,5.244,59308690,0.31
South Africa,2021-03-20,1536801,1378,52082,47,25911.902,23.234,878.151,0.792,59308690,
South Africa,2021-03-21,1537852,1051,52111,29,25929.623,17.721,878.64,0.489,59308690,
South Africa,2021-03-22,1538451,599,52196,85,25939.723,10.1,880.073,1.433,59308690,
South Africa,2021-03-23,1538961,510,52251,55,25948.322,8.599,881.001,0.927,59308690,0.33
South Africa,2021-03-24,1540009,1048,52372,121,25965.992,17.67,883.041,2.04,59308690,0.35
South Africa,2021-03-25,1541563,1554,52535,163,25992.193,26.202,885.789,2.748,59308690,0.37
South Africa,2021-03-26,1543079,1516,52602,67,26017.756,25.561,886.919,1.13,59308690,0.39
South Africa,2021-03-27,1544466,1387,52648,46,26041.143,23.386,887.695,0.776,59308690,0.39
South Africa,2021-03-28,1545431,965,52663,15,26057.412,16.271,887.947,0.253,59308690,
South Africa,2021-03-29,1545979,548,52710,47,26066.652,9.24,888.74,0.792,59308690,0.4
South Africa,2021-03-30,1546735,756,52788,78,26079.398,12.747,890.055,1.315,59308690,0.42
South Africa,2021-03-31,1548157,1422,52846,58,26103.375,23.976,891.033,0.978,59308690,0.44
South Africa,2021-04-01,1549451,1294,52897,51,26125.193,21.818,891.893,0.86,59308690,0.45
South Africa,2021-04-02,1550724,1273,52946,49,26146.656,21.464,892.719,0.826,59308690,
South Africa,2021-04-03,1551501,777,52954,8,26159.758,13.101,892.854,0.135,59308690,
South Africa,2021-04-04,1551964,463,52987,33,26167.564,7.807,893.41,0.556,59308690,
South Africa,2021-04-05,1552416,452,52995,8,26175.186,7.621,893.545,0.135,59308690,
South Africa,2021-04-06,1552853,437,53032,37,26182.555,7.368,894.169,0.624,59308690,0.46
South Africa,2021-04-07,1553609,756,53111,79,26195.3,12.747,895.501,1.332,59308690,0.47
South Africa,2021-04-08,1554975,1366,53173,62,26218.332,23.032,896.547,1.045,59308690,0.48
South Africa,2021-04-09,1556242,1267,53226,53,26239.695,21.363,897.44,0.894,59308690,0.49
South Africa,2021-04-10,1557527,1285,53256,30,26261.361,21.666,897.946,0.506,59308690,0.49
South Africa,2021-04-11,1558458,931,53322,66,26277.06,15.698,899.059,1.113,59308690,
South Africa,2021-04-12,1559113,655,53356,34,26288.104,11.044,899.632,0.573,59308690,0.49
South Africa,2021-04-13,1559960,847,53423,67,26302.385,14.281,900.762,1.13,59308690,0.49
South America,2021-02-24,17637855,94848,459111,2091,40945.92,220.188,1065.817,4.854,430759772,0.41
South America,2020-12-24,12745119,80599,353899,1170,29587.533,187.109,821.569,2.716,430759772,
South America,2020-12-25,12803560,58441,354930,1031,29723.203,135.67,823.963,2.393,430759772,
South America,2020-12-26,12841097,37537,355709,779,29810.344,87.141,825.771,1.808,430759772,
South America,2020-12-27,12877665,36568,356504,795,29895.236,84.892,827.617,1.846,430759772,
South America,2020-12-28,12921817,44152,357493,989,29997.734,102.498,829.913,2.296,430759772,
South America,2020-12-29,13010001,88184,359161,1668,30202.451,204.717,833.785,3.872,430759772,
South America,2020-12-30,13097978,87977,360918,1757,30406.688,204.237,837.864,4.079,430759772,
South America,2020-12-31,13194159,96181,362651,1733,30629.97,223.282,841.887,4.023,430759772,
South America,2021-01-01,13241727,47568,363563,912,30740.398,110.428,844.004,2.117,430759772,
South America,2021-01-02,13281024,39297,364313,750,30831.627,91.227,845.745,1.741,430759772,
South America,2021-01-03,13320726,39702,365082,769,30923.793,92.167,847.53,1.785,430759772,
South America,2021-01-04,13366232,45506,366111,1029,31029.434,105.641,849.919,2.389,430759772,
South America,2021-01-05,13460578,94346,367778,1667,31248.457,219.022,853.789,3.87,430759772,
South America,2021-01-06,13564354,103776,369744,1966,31489.37,240.914,858.353,4.564,430759772,
South America,2021-01-07,13692700,128346,371919,2175,31787.322,297.953,863.402,5.049,430759772,
South America,2021-01-08,13789814,97114,373646,1727,32012.771,225.448,867.412,4.009,430759772,
South America,2021-01-09,13888500,98686,375441,1795,32241.87,229.098,871.579,4.167,430759772,
South America,2021-01-10,13950087,61587,376431,990,32384.842,142.973,873.877,2.298,430759772,
South America,2021-01-11,14016377,66290,377789,1358,32538.732,153.891,877.029,3.153,430759772,
South America,2021-01-12,14118802,102425,379579,1790,32776.51,237.778,881.185,4.155,430759772,
South America,2021-01-13,14220655,101853,381515,1936,33012.96,236.45,885.679,4.494,430759772,0
South America,2021-01-14,14330160,109505,383325,1810,33267.17,254.214,889.881,4.202,430759772,0
South America,2021-01-15,14459181,129021,385382,2057,33566.69,299.52,894.656,4.775,430759772,0
South America,2021-01-16,14563019,103838,387053,1671,33807.75,241.058,898.536,3.879,430759772,0
South America,2021-01-17,14633595,70576,388320,1267,33971.59,163.841,901.477,2.941,430759772,0
South America,2021-01-18,14687474,53879,389718,1398,34096.67,125.079,904.722,3.245,430759772,0
South America,2021-01-19,14786461,98987,391703,1985,34326.47,229.796,909.331,4.608,430759772,0
South America,2021-01-20,14904153,117692,394008,2305,34599.688,273.22,914.682,5.351,430759772,0
South America,2021-01-21,15001410,97257,396141,2133,34825.465,225.78,919.633,4.952,430759772,0.01
South America,2021-01-22,15103979,102569,398300,2159,35063.58,238.112,924.645,5.012,430759772,0.01
South America,2021-01-23,15199705,95726,400249,1949,35285.805,222.226,929.17,4.525,430759772,0.01
South America,2021-01-24,15267011,67306,401849,1600,35442.055,156.25,932.884,3.714,430759772,0.01
South America,2021-01-25,15321389,54378,403239,1390,35568.29,126.237,936.111,3.227,430759772,0.01
South America,2021-01-26,15429130,107741,405695,2456,35818.41,250.119,941.813,5.702,430759772,0.01
South America,2021-01-27,15527042,97912,407703,2008,36045.71,227.301,946.474,4.662,430759772,0.01
South America,2021-01-28,15628556,101514,410095,2392,36281.37,235.663,952.027,5.553,430759772,0.01
South America,2021-01-29,15724104,95548,412171,2076,36503.188,221.813,956.847,4.819,430759772,0.02
South America,2021-01-30,15823179,99075,414551,2380,36733.188,230.001,962.372,5.525,430759772,0.02
South America,2021-01-31,15877836,54657,415850,1299,36860.07,126.885,965.387,3.016,430759772,0.02
South America,2021-02-01,15925451,47615,417218,1368,36970.61,110.537,968.563,3.176,430759772,0.02
South America,2021-02-02,16011095,85644,419217,1999,37169.43,198.821,973.204,4.641,430759772,0.02
South America,2021-02-03,16110634,99539,421384,2167,37400.508,231.078,978.234,5.031,430759772,0.03
South America,2021-02-04,16194464,83830,423302,1918,37595.117,194.61,982.687,4.453,430759772,0.04
South America,2021-02-05,16277157,82693,425481,2179,37787.086,191.97,987.745,5.059,430759772,0.04
South America,2021-02-06,16309078,31921,426278,797,37861.19,74.104,989.596,1.85,430759772,0.04
South America,2021-02-07,16417234,108156,428678,2400,38112.273,251.082,995.167,5.572,430759772,0.05
South America,2021-02-08,16433349,16115,429389,711,38149.684,37.411,996.818,1.651,430759772,0.06
South America,2021-02-09,16539064,105715,432277,2888,38395.098,245.415,1003.522,6.704,430759772,0.06
South America,2021-02-10,16619362,80298,434091,1814,38581.508,186.41,1007.733,4.211,430759772,0.07
South America,2021-02-11,16703528,84166,436608,2517,38776.9,195.39,1013.577,5.843,430759772,0.08
South America,2021-02-12,16785159,81631,438481,1873,38966.402,189.505,1017.925,4.348,430759772,0.09
South America,2021-02-13,16857776,72617,440345,1864,39134.98,168.579,1022.252,4.327,430759772,0.11
South America,2021-02-14,16914015,56239,441955,1610,39265.54,130.558,1025.989,3.738,430759772,0.11
South America,2021-02-15,16962278,48263,443111,1156,39377.582,112.042,1028.673,2.684,430759772,0.12
South America,2021-02-16,17030908,68630,444675,1564,39536.906,159.323,1032.304,3.631,430759772,0.13
South America,2021-02-17,17110254,79346,446450,1775,39721.105,184.2,1036.425,4.121,430759772,0.2
South America,2021-02-18,17190940,80686,448777,2327,39908.414,187.311,1041.827,5.402,430759772,0.24
South America,2021-02-19,17274971,84031,450752,1975,40103.492,195.076,1046.412,4.585,430759772,0.28
South America,2021-02-20,17357779,82808,452661,1909,40295.73,192.237,1050.843,4.432,430759772,0.32
South America,2021-02-21,17416393,58614,453964,1303,40431.8,136.071,1053.868,3.025,430759772,0.34
South America,2021-02-22,17458845,42452,455057,1093,40530.35,98.551,1056.406,2.537,430759772,0.35
South America,2021-02-23,17543007,84162,457020,1963,40725.73,195.38,1060.963,4.557,430759772,0.38
South America,2021-02-25,17733606,95751,461357,2246,41168.203,222.284,1071.031,5.214,430759772,0.45
